UIO_Encoding,"(5,4)","(6,3)","(7,2)","(8,1)"
"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0
"[0, 0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,5040
"[0, 0, 0, 0, 0, 0, 0, 0, 2]",0,0,0,10080
"[0, 0, 0, 0, 0, 0, 0, 0, 3]",0,0,0,15120
"[0, 0, 0, 0, 0, 0, 0, 0, 4]",0,0,0,20160
"[0, 0, 0, 0, 0, 0, 0, 0, 5]",0,0,0,25200
"[0, 0, 0, 0, 0, 0, 0, 0, 6]",0,0,0,30240
"[0, 0, 0, 0, 0, 0, 0, 0, 7]",0,0,0,35280
"[0, 0, 0, 0, 0, 0, 0, 0, 8]",0,0,0,40320
"[0, 0, 0, 0, 0, 0, 0, 1, 1]",0,0,0,10080
"[0, 0, 0, 0, 0, 0, 0, 1, 2]",0,0,240,13440
"[0, 0, 0, 0, 0, 0, 0, 1, 3]",0,0,480,16800
"[0, 0, 0, 0, 0, 0, 0, 1, 4]",0,0,720,20160
"[0, 0, 0, 0, 0, 0, 0, 1, 5]",0,0,960,23520
"[0, 0, 0, 0, 0, 0, 0, 1, 6]",0,0,1200,26880
"[0, 0, 0, 0, 0, 0, 0, 1, 7]",0,0,1440,30240
"[0, 0, 0, 0, 0, 0, 0, 1, 8]",0,0,0,34560
"[0, 0, 0, 0, 0, 0, 0, 2, 2]",0,0,480,16800
"[0, 0, 0, 0, 0, 0, 0, 2, 3]",0,0,960,18480
"[0, 0, 0, 0, 0, 0, 0, 2, 4]",0,0,1440,20160
"[0, 0, 0, 0, 0, 0, 0, 2, 5]",0,0,1920,21840
"[0, 0, 0, 0, 0, 0, 0, 2, 6]",0,0,2400,23520
"[0, 0, 0, 0, 0, 0, 0, 2, 7]",0,0,2880,25200
"[0, 0, 0, 0, 0, 0, 0, 2, 8]",0,0,0,28800
"[0, 0, 0, 0, 0, 0, 0, 3, 3]",0,0,1440,20160
"[0, 0, 0, 0, 0, 0, 0, 3, 4]",0,0,2160,20160
"[0, 0, 0, 0, 0, 0, 0, 3, 5]",0,0,2880,20160
"[0, 0, 0, 0, 0, 0, 0, 3, 6]",0,0,3600,20160
"[0, 0, 0, 0, 0, 0, 0, 3, 7]",0,0,4320,20160
"[0, 0, 0, 0, 0, 0, 0, 3, 8]",0,0,0,23040
"[0, 0, 0, 0, 0, 0, 0, 4, 4]",0,0,2880,20160
"[0, 0, 0, 0, 0, 0, 0, 4, 5]",0,0,3840,18480
"[0, 0, 0, 0, 0, 0, 0, 4, 6]",0,0,4800,16800
"[0, 0, 0, 0, 0, 0, 0, 4, 7]",0,0,5760,15120
"[0, 0, 0, 0, 0, 0, 0, 4, 8]",0,0,0,17280
"[0, 0, 0, 0, 0, 0, 0, 5, 5]",0,0,4800,16800
"[0, 0, 0, 0, 0, 0, 0, 5, 6]",0,0,6000,13440
"[0, 0, 0, 0, 0, 0, 0, 5, 7]",0,0,7200,10080
"[0, 0, 0, 0, 0, 0, 0, 5, 8]",0,0,0,11520
"[0, 0, 0, 0, 0, 0, 0, 6, 6]",0,0,7200,10080
"[0, 0, 0, 0, 0, 0, 0, 6, 7]",0,0,8640,5040
"[0, 0, 0, 0, 0, 0, 0, 6, 8]",0,0,0,5760
"[0, 0, 0, 0, 0, 0, 0, 7, 7]",0,0,10080,0
"[0, 0, 0, 0, 0, 0, 0, 7, 8]",0,0,0,0
"[0, 0, 0, 0, 0, 0, 1, 1, 1]",0,0,0,15120
"[0, 0, 0, 0, 0, 0, 1, 1, 2]",0,0,480,16800
"[0, 0, 0, 0, 0, 0, 1, 1, 3]",0,0,960,18480
"[0, 0, 0, 0, 0, 0, 1, 1, 4]",0,0,1440,20160
"[0, 0, 0, 0, 0, 0, 1, 1, 5]",0,0,1920,21840
"[0, 0, 0, 0, 0, 0, 1, 1, 6]",0,0,2400,23520
"[0, 0, 0, 0, 0, 0, 1, 1, 7]",0,0,1200,26160
"[0, 0, 0, 0, 0, 0, 1, 1, 8]",0,0,0,28800
"[0, 0, 0, 0, 0, 0, 1, 2, 2]",0,0,960,18480
"[0, 0, 0, 0, 0, 0, 1, 2, 3]",0,36,1500,18984
"[0, 0, 0, 0, 0, 0, 1, 2, 4]",0,72,2040,19488
"[0, 0, 0, 0, 0, 0, 1, 2, 5]",0,108,2580,19992
"[0, 0, 0, 0, 0, 0, 1, 2, 6]",0,144,3120,20496
"[0, 0, 0, 0, 0, 0, 1, 2, 7]",0,72,2400,21768
"[0, 0, 0, 0, 0, 0, 1, 2, 8]",0,0,0,24000
"[0, 0, 0, 0, 0, 0, 1, 3, 3]",0,72,2040,19488
"[0, 0, 0, 0, 0, 0, 1, 3, 4]",0,144,2640,18816
"[0, 0, 0, 0, 0, 0, 1, 3, 5]",0,216,3240,18144
"[0, 0, 0, 0, 0, 0, 1, 3, 6]",0,288,3840,17472
"[0, 0, 0, 0, 0, 0, 1, 3, 7]",0,144,3600,17376
"[0, 0, 0, 0, 0, 0, 1, 3, 8]",0,0,0,19200
"[0, 0, 0, 0, 0, 0, 1, 4, 4]",0,216,3240,18144
"[0, 0, 0, 0, 0, 0, 1, 4, 5]",0,324,3900,16296
"[0, 0, 0, 0, 0, 0, 1, 4, 6]",0,432,4560,14448
"[0, 0, 0, 0, 0, 0, 1, 4, 7]",0,216,4800,12984
"[0, 0, 0, 0, 0, 0, 1, 4, 8]",0,0,0,14400
"[0, 0, 0, 0, 0, 0, 1, 5, 5]",0,432,4560,14448
"[0, 0, 0, 0, 0, 0, 1, 5, 6]",0,576,5280,11424
"[0, 0, 0, 0, 0, 0, 1, 5, 7]",0,288,6000,8592
"[0, 0, 0, 0, 0, 0, 1, 5, 8]",0,0,0,9600
"[0, 0, 0, 0, 0, 0, 1, 6, 6]",0,720,6000,8400
"[0, 0, 0, 0, 0, 0, 1, 6, 7]",0,360,7200,4200
"[0, 0, 0, 0, 0, 0, 1, 6, 8]",0,0,0,4800
"[0, 0, 0, 0, 0, 0, 1, 7, 7]",0,0,8400,0
"[0, 0, 0, 0, 0, 0, 1, 7, 8]",0,0,0,0
"[0, 0, 0, 0, 0, 0, 2, 2, 2]",0,0,1440,20160
"[0, 0, 0, 0, 0, 0, 2, 2, 3]",0,72,2040,19488
"[0, 0, 0, 0, 0, 0, 2, 2, 4]",0,144,2640,18816
"[0, 0, 0, 0, 0, 0, 2, 2, 5]",0,216,3240,18144
"[0, 0, 0, 0, 0, 0, 2, 2, 6]",0,288,3840,17472
"[0, 0, 0, 0, 0, 0, 2, 2, 7]",0,144,1920,18336
"[0, 0, 0, 0, 0, 0, 2, 2, 8]",0,0,0,19200
"[0, 0, 0, 0, 0, 0, 2, 3, 3]",0,144,2640,18816
"[0, 0, 0, 0, 0, 0, 2, 3, 4]",0,288,3120,17472
"[0, 0, 0, 0, 0, 0, 2, 3, 5]",0,432,3600,16128
"[0, 0, 0, 0, 0, 0, 2, 3, 6]",0,576,4080,14784
"[0, 0, 0, 0, 0, 0, 2, 3, 7]",0,288,2880,14592
"[0, 0, 0, 0, 0, 0, 2, 3, 8]",0,0,0,15360
"[0, 0, 0, 0, 0, 0, 2, 4, 4]",0,432,3600,16128
"[0, 0, 0, 0, 0, 0, 2, 4, 5]",0,648,3960,14112
"[0, 0, 0, 0, 0, 0, 2, 4, 6]",0,864,4320,12096
"[0, 0, 0, 0, 0, 0, 2, 4, 7]",0,432,3840,10848
"[0, 0, 0, 0, 0, 0, 2, 4, 8]",0,0,0,11520
"[0, 0, 0, 0, 0, 0, 2, 5, 5]",0,864,4320,12096
"[0, 0, 0, 0, 0, 0, 2, 5, 6]",0,1152,4560,9408
"[0, 0, 0, 0, 0, 0, 2, 5, 7]",0,576,4800,7104
"[0, 0, 0, 0, 0, 0, 2, 5, 8]",0,0,0,7680
"[0, 0, 0, 0, 0, 0, 2, 6, 6]",0,1440,4800,6720
"[0, 0, 0, 0, 0, 0, 2, 6, 7]",0,720,5760,3360
"[0, 0, 0, 0, 0, 0, 2, 6, 8]",0,0,0,3840
"[0, 0, 0, 0, 0, 0, 2, 7, 7]",0,0,6720,0
"[0, 0, 0, 0, 0, 0, 2, 7, 8]",0,0,0,0
"[0, 0, 0, 0, 0, 0, 3, 3, 3]",0,216,3240,18144
"[0, 0, 0, 0, 0, 0, 3, 3, 4]",0,432,3600,16128
"[0, 0, 0, 0, 0, 0, 3, 3, 5]",0,648,3960,14112
"[0, 0, 0, 0, 0, 0, 3, 3, 6]",0,864,4320,12096
"[0, 0, 0, 0, 0, 0, 3, 3, 7]",0,432,2160,11808
"[0, 0, 0, 0, 0, 0, 3, 3, 8]",0,0,0,11520
"[0, 0, 0, 0, 0, 0, 3, 4, 4]",0,648,3960,14112
"[0, 0, 0, 0, 0, 0, 3, 4, 5]",0,972,4020,11928
"[0, 0, 0, 0, 0, 0, 3, 4, 6]",0,1296,4080,9744
"[0, 0, 0, 0, 0, 0, 3, 4, 7]",0,648,2880,8712
"[0, 0, 0, 0, 0, 0, 3, 4, 8]",0,0,0,8640
"[0, 0, 0, 0, 0, 0, 3, 5, 5]",0,1296,4080,9744
"[0, 0, 0, 0, 0, 0, 3, 5, 6]",0,1728,3840,7392
"[0, 0, 0, 0, 0, 0, 3, 5, 7]",0,864,3600,5616
"[0, 0, 0, 0, 0, 0, 3, 5, 8]",0,0,0,5760
"[0, 0, 0, 0, 0, 0, 3, 6, 6]",0,2160,3600,5040
"[0, 0, 0, 0, 0, 0, 3, 6, 7]",0,1080,4320,2520
"[0, 0, 0, 0, 0, 0, 3, 6, 8]",0,0,0,2880
"[0, 0, 0, 0, 0, 0, 3, 7, 7]",0,0,5040,0
"[0, 0, 0, 0, 0, 0, 3, 7, 8]",0,0,0,0
"[0, 0, 0, 0, 0, 0, 4, 4, 4]",0,864,4320,12096
"[0, 0, 0, 0, 0, 0, 4, 4, 5]",0,1296,4080,9744
"[0, 0, 0, 0, 0, 0, 4, 4, 6]",0,1728,3840,7392
"[0, 0, 0, 0, 0, 0, 4, 4, 7]",0,864,1920,6576
"[0, 0, 0, 0, 0, 0, 4, 4, 8]",0,0,0,5760
"[0, 0, 0, 0, 0, 0, 4, 5, 5]",0,1728,3840,7392
"[0, 0, 0, 0, 0, 0, 4, 5, 6]",0,2304,3120,5376
"[0, 0, 0, 0, 0, 0, 4, 5, 7]",0,1152,2400,4128
"[0, 0, 0, 0, 0, 0, 4, 5, 8]",0,0,0,3840
"[0, 0, 0, 0, 0, 0, 4, 6, 6]",0,2880,2400,3360
"[0, 0, 0, 0, 0, 0, 4, 6, 7]",0,1440,2880,1680
"[0, 0, 0, 0, 0, 0, 4, 6, 8]",0,0,0,1920
"[0, 0, 0, 0, 0, 0, 4, 7, 7]",0,0,3360,0
"[0, 0, 0, 0, 0, 0, 4, 7, 8]",0,0,0,0
"[0, 0, 0, 0, 0, 0, 5, 5, 5]",0,2160,3600,5040
"[0, 0, 0, 0, 0, 0, 5, 5, 6]",0,2880,2400,3360
"[0, 0, 0, 0, 0, 0, 5, 5, 7]",0,1440,1200,2640
"[0, 0, 0, 0, 0, 0, 5, 5, 8]",0,0,0,1920
"[0, 0, 0, 0, 0, 0, 5, 6, 6]",0,3600,1200,1680
"[0, 0, 0, 0, 0, 0, 5, 6, 7]",0,1800,1440,840
"[0, 0, 0, 0, 0, 0, 5, 6, 8]",0,0,0,960
"[0, 0, 0, 0, 0, 0, 5, 7, 7]",0,0,1680,0
"[0, 0, 0, 0, 0, 0, 5, 7, 8]",0,0,0,0
"[0, 0, 0, 0, 0, 0, 6, 6, 6]",0,4320,0,0
"[0, 0, 0, 0, 0, 0, 6, 6, 7]",0,2160,0,0
"[0, 0, 0, 0, 0, 0, 6, 6, 8]",0,0,0,0
"[0, 0, 0, 0, 0, 0, 6, 7, 7]",0,0,0,0
"[0, 0, 0, 0, 0, 0, 6, 7, 8]",0,0,0,0
"[0, 0, 0, 0, 0, 1, 1, 1, 1]",0,0,0,20160
"[0, 0, 0, 0, 0, 1, 1, 1, 2]",0,0,720,20160
"[0, 0, 0, 0, 0, 1, 1, 1, 3]",0,0,1440,20160
"[0, 0, 0, 0, 0, 1, 1, 1, 4]",0,0,2160,20160
"[0, 0, 0, 0, 0, 1, 1, 1, 5]",0,0,2880,20160
"[0, 0, 0, 0, 0, 1, 1, 1, 6]",0,0,1920,21120
"[0, 0, 0, 0, 0, 1, 1, 1, 7]",0,0,960,22080
