UIO_Encoding,"(3,3)"
"[0, 0, 0, 0, 0, 0]",0
"[0, 0, 0, 0, 0, 1]",0
"[0, 0, 0, 0, 0, 2]",0
"[0, 0, 0, 0, 0, 3]",0
"[0, 0, 0, 0, 0, 4]",0
"[0, 0, 0, 0, 0, 5]",0
"[0, 0, 0, 0, 1, 1]",0
"[0, 0, 0, 0, 1, 2]",0
"[0, 0, 0, 0, 1, 3]",0
"[0, 0, 0, 0, 1, 4]",0
"[0, 0, 0, 0, 1, 5]",0
"[0, 0, 0, 0, 2, 2]",0
"[0, 0, 0, 0, 2, 3]",0
"[0, 0, 0, 0, 2, 4]",0
"[0, 0, 0, 0, 2, 5]",0
"[0, 0, 0, 0, 3, 3]",0
"[0, 0, 0, 0, 3, 4]",0
"[0, 0, 0, 0, 3, 5]",0
"[0, 0, 0, 0, 4, 4]",0
"[0, 0, 0, 0, 4, 5]",0
"[0, 0, 0, 1, 1, 1]",0
"[0, 0, 0, 1, 1, 2]",0
"[0, 0, 0, 1, 1, 3]",0
"[0, 0, 0, 1, 1, 4]",0
"[0, 0, 0, 1, 1, 5]",0
"[0, 0, 0, 1, 2, 2]",0
"[0, 0, 0, 1, 2, 3]",12
"[0, 0, 0, 1, 2, 4]",6
"[0, 0, 0, 1, 2, 5]",0
"[0, 0, 0, 1, 3, 3]",24
"[0, 0, 0, 1, 3, 4]",12
"[0, 0, 0, 1, 3, 5]",0
"[0, 0, 0, 1, 4, 4]",0
"[0, 0, 0, 1, 4, 5]",0
"[0, 0, 0, 2, 2, 2]",0
"[0, 0, 0, 2, 2, 3]",24
"[0, 0, 0, 2, 2, 4]",12
"[0, 0, 0, 2, 2, 5]",0
"[0, 0, 0, 2, 3, 3]",48
"[0, 0, 0, 2, 3, 4]",24
"[0, 0, 0, 2, 3, 5]",0
"[0, 0, 0, 2, 4, 4]",0
"[0, 0, 0, 2, 4, 5]",0
"[0, 0, 0, 3, 3, 3]",72
"[0, 0, 0, 3, 3, 4]",36
"[0, 0, 0, 3, 3, 5]",0
"[0, 0, 0, 3, 4, 4]",0
"[0, 0, 0, 3, 4, 5]",0
"[0, 0, 1, 1, 1, 1]",0
"[0, 0, 1, 1, 1, 2]",0
"[0, 0, 1, 1, 1, 3]",0
"[0, 0, 1, 1, 1, 4]",0
"[0, 0, 1, 1, 1, 5]",0
"[0, 0, 1, 1, 2, 2]",0
"[0, 0, 1, 1, 2, 3]",6
"[0, 0, 1, 1, 2, 4]",12
"[0, 0, 1, 1, 2, 5]",0
"[0, 0, 1, 1, 3, 3]",12
"[0, 0, 1, 1, 3, 4]",6
"[0, 0, 1, 1, 3, 5]",0
"[0, 0, 1, 1, 4, 4]",0
"[0, 0, 1, 1, 4, 5]",0
"[0, 0, 1, 2, 2, 2]",0
"[0, 0, 1, 2, 2, 3]",12
"[0, 0, 1, 2, 2, 4]",6
"[0, 0, 1, 2, 2, 5]",0
"[0, 0, 1, 2, 3, 3]",24
"[0, 0, 1, 2, 3, 4]",12
"[0, 0, 1, 2, 3, 5]",0
"[0, 0, 1, 2, 4, 4]",0
"[0, 0, 1, 2, 4, 5]",0
"[0, 0, 1, 3, 3, 3]",36
"[0, 0, 1, 3, 3, 4]",18
"[0, 0, 1, 3, 3, 5]",0
"[0, 0, 1, 3, 4, 4]",0
"[0, 0, 1, 3, 4, 5]",0
"[0, 0, 2, 2, 2, 2]",0
"[0, 0, 2, 2, 2, 3]",0
"[0, 0, 2, 2, 2, 4]",0
"[0, 0, 2, 2, 2, 5]",0
"[0, 0, 2, 2, 3, 3]",0
"[0, 0, 2, 2, 3, 4]",0
"[0, 0, 2, 2, 3, 5]",0
"[0, 0, 2, 2, 4, 4]",0
"[0, 0, 2, 2, 4, 5]",0
"[0, 0, 2, 3, 3, 3]",0
"[0, 0, 2, 3, 3, 4]",0
"[0, 0, 2, 3, 3, 5]",0
"[0, 0, 2, 3, 4, 4]",0
"[0, 0, 2, 3, 4, 5]",0
"[0, 1, 1, 1, 1, 1]",0
"[0, 1, 1, 1, 1, 2]",0
"[0, 1, 1, 1, 1, 3]",0
"[0, 1, 1, 1, 1, 4]",0
"[0, 1, 1, 1, 1, 5]",0
"[0, 1, 1, 1, 2, 2]",0
"[0, 1, 1, 1, 2, 3]",0
"[0, 1, 1, 1, 2, 4]",0
"[0, 1, 1, 1, 2, 5]",0
"[0, 1, 1, 1, 3, 3]",0
"[0, 1, 1, 1, 3, 4]",0
"[0, 1, 1, 1, 3, 5]",0
"[0, 1, 1, 1, 4, 4]",0
"[0, 1, 1, 1, 4, 5]",0
"[0, 1, 1, 2, 2, 2]",0
