encodings,"(1, 2, 3)","(1, 1, 1, 4)","(1, 1, 1, 1, 1, 2)","(8,)","(1,)","(1, 1, 1, 1, 3)","(2, 2)","(3,)","(1, 1, 1, 5)","(1, 1, 5)","(1, 1, 2, 2, 2)","(1, 2, 5)","(1, 3)","(1, 1, 2)","(1, 4)","(2, 6)","(5,)","(1, 2, 2)","(3, 3)","(3, 4)","(1, 1, 1, 1, 1, 3)","(6,)","(1, 1, 1, 1, 1)","(1, 1, 1, 2, 2)","(1, 1, 3, 3)","(1, 1, 1)","(2, 3, 3)","(1, 1)","(1, 1, 1, 1)","(2, 2, 2, 2)","(4,)","(1, 2)","(2, 5)","(1, 1, 1, 1, 2, 2)","(1, 1, 1, 1, 1, 1)","(2, 2, 4)","(1, 1, 1, 2, 3)","(1, 6)","(2, 2, 3)","(4, 4)","(1, 1, 1, 1, 1, 1, 2)","(7,)","(1, 7)","(1, 1, 2, 3)","(1, 1, 1, 1, 4)","(1, 3, 4)","(2,)","(1, 2, 2, 3)","(1, 1, 2, 2)","(1, 3, 3)","(1, 1, 6)","(1, 2, 2, 2)","(1, 1, 2, 4)","(1, 5)","(1, 1, 1, 1, 1, 1, 1, 1)","(1, 1, 1, 3)","(1, 1, 1, 1, 2)","(2, 3)","(1, 1, 4)","(3, 5)","(2, 4)","(1, 1, 1, 2)","(1, 1, 3)","(1, 1, 1, 1, 1, 1, 1)","(1, 2, 4)","(2, 2, 2)"
"[0, 1, 1, 1, 2, 3, 3, 7]",15,0,,1728,8,,44,147,0,480,,30,211,30,661,240,1435,10,42,42,,2784,,,0,18,0,22,0,0,524,57,312,,,0,,2250,0,0,,3318,1590,0,,0,34,0,0,0,420,0,0,1521,,0,,83,270,42,192,0,100,,30,0
"[0, 1, 1, 1, 2, 3, 4, 4]",0,0,,5184,8,,76,174,0,0,,0,194,0,624,528,2080,0,96,96,,4728,,,0,0,0,18,0,0,676,54,624,,,0,,2400,0,0,,7056,1872,0,,0,38,0,0,0,0,0,0,1512,,0,,152,0,96,360,0,0,,0,0
"[0, 1, 1, 1, 2, 3, 4, 5]",0,0,,3888,8,,100,156,0,0,,0,200,0,600,528,1720,0,180,180,,3780,,,0,0,0,20,0,0,580,60,660,,,0,,2100,0,48,,5460,1572,0,,0,36,0,0,0,0,0,0,1380,,0,,200,0,132,420,0,0,,0,0
"[0, 1, 1, 1, 2, 3, 4, 6]",9,0,,2592,8,,100,141,0,104,,12,205,10,595,480,1405,6,174,172,,2904,,,0,6,0,22,0,0,500,63,630,,,0,,1888,0,32,,3920,1328,0,,2,34,0,0,4,80,0,0,1311,,0,,197,66,138,408,0,28,,14,0
"[0, 1, 1, 1, 2, 3, 4, 7]",24,0,,1296,8,,76,129,0,352,,36,209,30,604,336,1140,16,108,104,,2124,,,0,18,0,24,0,0,436,63,456,,,0,,1784,0,16,,2464,1168,0,,4,32,0,0,8,280,0,0,1296,,0,,144,216,84,300,0,88,,40,0
"[0, 1, 1, 1, 2, 3, 5, 5]",0,0,,2592,8,,124,138,0,0,,0,206,0,576,528,1360,0,264,264,,2832,,,0,0,0,22,0,0,484,66,696,,,0,,1800,0,96,,3864,1272,0,,0,34,0,0,0,0,0,0,1248,,0,,248,0,168,480,0,0,,0,0
"[0, 1, 1, 1, 2, 3, 5, 6]",12,0,,1728,8,,128,123,0,64,,12,207,10,552,480,1080,8,264,260,,2112,,,0,6,0,24,0,0,408,69,684,,,0,,1508,0,64,,2716,988,0,,4,32,0,0,8,40,0,0,1128,,0,,252,48,192,480,0,24,,16,0
"[0, 1, 1, 1, 2, 3, 5, 7]",33,0,,864,8,,108,111,0,224,,42,207,30,547,432,845,22,174,166,,1464,,,0,18,0,26,0,0,348,69,600,,,0,,1318,0,32,,1610,746,0,,8,30,0,0,16,140,0,0,1071,,0,,205,162,126,408,0,76,,50,0
"[0, 1, 1, 1, 2, 3, 6, 6]",24,0,,864,8,,132,108,0,128,,24,208,20,528,432,800,16,264,256,,1392,,,0,12,0,26,0,0,332,72,672,,,0,,1216,0,32,,1568,704,0,,8,30,0,0,16,80,0,0,1008,,0,,256,96,216,480,0,48,,32,0
"[0, 1, 1, 1, 2, 3, 6, 7]",48,0,,432,8,,116,96,0,176,,68,204,40,514,540,590,36,132,128,,858,,,0,24,0,28,0,0,276,72,716,,,8,,932,8,16,,784,352,0,,4,28,0,0,8,40,0,0,912,,0,,214,168,108,462,0,88,,80,12
"[0, 1, 1, 1, 2, 4, 4, 4]",0,0,,3456,8,,96,156,0,0,,0,204,0,624,576,1680,0,144,144,,3600,,,0,0,0,20,0,0,576,60,720,,,0,,2160,0,0,,5040,1584,0,,0,36,0,0,0,0,0,0,1440,,0,,192,0,144,432,0,0,,0,0
"[0, 1, 1, 1, 2, 4, 4, 5]",0,0,,2592,8,,124,138,0,0,,0,206,0,576,528,1360,0,264,264,,2832,,,0,0,0,22,0,0,484,66,696,,,0,,1800,0,96,,3864,1272,0,,0,34,0,0,0,0,0,0,1248,,0,,248,0,168,480,0,0,,0,0
"[0, 1, 1, 1, 2, 4, 4, 6]",12,0,,1728,8,,128,123,0,64,,12,207,10,552,480,1080,8,264,260,,2112,,,0,6,0,24,0,0,408,69,684,,,0,,1508,0,64,,2716,988,0,,4,32,0,0,8,40,0,0,1128,,0,,252,48,192,480,0,24,,16,0
"[0, 1, 1, 1, 2, 4, 4, 7]",36,0,,864,8,,84,114,0,416,,48,206,40,556,240,900,24,144,136,,1584,,,0,24,0,26,0,0,364,66,384,,,0,,1432,0,32,,1736,872,0,,8,30,0,0,16,320,0,0,1116,,0,,156,264,96,288,0,112,,56,0
"[0, 1, 1, 1, 2, 4, 5, 5]",0,0,,1728,8,,152,120,0,0,,0,208,0,528,480,1040,0,384,384,,2064,,,0,0,0,24,0,0,392,72,672,,,0,,1440,0,192,,2688,960,0,,0,32,0,0,0,0,0,0,1056,,0,,304,0,192,528,0,0,,0,0
"[0, 1, 1, 1, 2, 4, 5, 6]",15,0,,1152,8,,160,105,0,32,,6,205,10,485,384,795,10,402,394,,1488,,,0,6,0,26,0,0,320,75,648,,,0,,1114,0,128,,1862,710,0,,8,30,0,0,16,20,0,0,897,,0,,315,30,258,528,0,20,,14,0
"[0, 1, 1, 1, 2, 4, 5, 7]",48,0,,576,8,,120,96,0,256,,48,200,40,480,288,640,32,240,224,,1056,,,0,24,0,28,0,0,280,72,480,,,0,,992,0,64,,1120,544,0,,16,28,0,0,32,160,0,0,864,,0,,224,192,144,384,0,96,,64,0
"[0, 1, 1, 1, 2, 4, 6, 6]",30,0,,576,8,,168,90,0,64,,12,202,20,442,288,550,20,420,404,,912,,,0,12,0,28,0,0,248,78,624,,,0,,788,0,64,,1036,460,0,,16,28,0,0,32,40,0,0,738,,0,,326,60,324,528,0,40,,28,0
"[0, 1, 1, 1, 2, 4, 6, 7]",63,0,,288,8,,132,81,0,160,,70,193,50,433,360,415,50,210,202,,564,,,0,30,0,30,0,0,212,75,592,,,16,,610,16,32,,518,230,0,,8,26,0,0,16,20,0,0,681,,0,,239,174,162,444,0,100,,94,24
"[0, 1, 1, 1, 2, 5, 5, 5]",0,0,,864,8,,180,102,0,0,,0,210,0,480,432,720,0,504,504,,1296,,,0,0,0,26,0,0,300,78,648,,,0,,1080,0,288,,1512,648,0,,0,30,0,0,0,0,0,0,864,,0,,360,0,216,576,0,0,,0,0
"[0, 1, 1, 1, 2, 5, 5, 6]",18,0,,576,8,,192,87,0,0,,0,203,10,418,288,510,12,540,528,,864,,,0,6,0,28,0,0,232,81,612,,,0,,720,0,192,,1008,432,0,,12,28,0,0,24,0,0,0,666,,0,,378,12,324,576,0,16,,12,0
"[0, 1, 1, 1, 2, 5, 5, 7]",63,0,,288,8,,132,81,0,288,,54,193,50,413,144,435,42,306,282,,648,,,0,30,0,30,0,0,212,75,360,,,0,,666,0,96,,630,342,0,,24,26,0,0,48,180,0,0,657,,0,,243,222,162,360,0,116,,78,0
"[0, 1, 1, 1, 2, 5, 6, 6]",36,0,,288,8,,204,72,0,0,,0,196,20,356,144,300,24,576,552,,432,,,0,12,0,30,0,0,164,84,576,,,0,,360,0,96,,504,216,0,,24,26,0,0,48,0,0,0,468,,0,,396,24,432,576,0,32,,24,0
"[0, 1, 1, 1, 2, 5, 6, 7]",78,0,,144,8,,148,66,0,144,,72,182,60,352,180,240,64,288,276,,270,,,0,36,0,32,0,0,148,78,468,,,24,,288,24,48,,252,108,0,,12,24,0,0,24,0,0,0,450,,0,,264,180,216,426,0,112,,108,36
"[0, 1, 1, 1, 3, 3, 3, 3]",0,0,,5760,8,,48,192,0,0,,0,192,0,672,576,2400,0,0,0,,5472,,,0,0,0,16,0,0,768,48,576,,,0,,2880,0,0,,8064,2304,0,,0,40,0,0,0,0,0,0,1728,,0,,96,0,0,288,0,0,,0,0
"[0, 1, 1, 1, 3, 3, 3, 4]",0,0,,4608,8,,72,174,0,0,,0,198,0,648,576,2040,0,72,72,,4536,,,0,0,0,18,0,0,672,54,648,,,0,,2520,0,0,,6552,1944,0,,0,38,0,0,0,0,0,0,1584,,0,,144,0,72,360,0,0,,0,0
"[0, 1, 1, 1, 3, 3, 3, 5]",0,0,,3456,8,,96,156,0,0,,0,204,0,624,576,1680,0,144,144,,3600,,,0,0,0,20,0,0,576,60,720,,,0,,2160,0,0,,5040,1584,0,,0,36,0,0,0,0,0,0,1440,,0,,192,0,144,432,0,0,,0,0
"[0, 1, 1, 1, 3, 3, 3, 6]",12,0,,2304,8,,72,144,0,288,,24,208,20,628,384,1420,8,96,96,,2856,,,0,12,0,22,0,0,512,60,504,,,0,,2016,0,0,,3696,1392,0,,0,34,0,0,0,240,0,0,1404,,0,,140,168,96,312,0,64,,24,0
"[0, 1, 1, 1, 3, 3, 3, 7]",24,0,,1152,8,,48,132,0,576,,48,212,40,632,192,1160,16,48,48,,2112,,,0,24,0,24,0,0,448,60,288,,,0,,1872,0,0,,2352,1200,0,,0,32,0,0,0,480,0,0,1368,,0,,88,336,48,192,0,128,,48,0
"[0, 1, 1, 1, 3, 3, 4, 4]",0,0,,3456,8,,96,156,0,0,,0,204,0,624,576,1680,0,144,144,,3600,,,0,0,0,20,0,0,576,60,720,,,0,,2160,0,0,,5040,1584,0,,0,36,0,0,0,0,0,0,1440,,0,,192,0,144,432,0,0,,0,0
"[0, 1, 1, 1, 3, 3, 4, 5]",0,0,,2592,8,,124,138,0,0,,0,206,0,576,528,1360,0,264,264,,2832,,,0,0,0,22,0,0,484,66,696,,,0,,1800,0,96,,3864,1272,0,,0,34,0,0,0,0,0,0,1248,,0,,248,0,168,480,0,0,,0,0
"[0, 1, 1, 1, 3, 3, 4, 6]",18,0,,1728,8,,104,126,0,208,,24,206,20,566,384,1130,12,204,200,,2208,,,0,12,0,24,0,0,424,66,540,,,0,,1616,0,64,,2800,1072,0,,4,32,0,0,8,160,0,0,1182,,0,,202,132,132,384,0,56,,28,0
"[0, 1, 1, 1, 3, 3, 4, 7]",36,0,,864,8,,84,114,0,416,,48,206,40,556,240,900,24,144,136,,1584,,,0,24,0,26,0,0,364,66,384,,,0,,1432,0,32,,1736,872,0,,8,30,0,0,16,320,0,0,1116,,0,,156,264,96,288,0,112,,56,0
"[0, 1, 1, 1, 3, 3, 5, 5]",0,0,,1728,8,,152,120,0,0,,0,208,0,528,480,1040,0,384,384,,2064,,,0,0,0,24,0,0,392,72,672,,,0,,1440,0,192,,2688,960,0,,0,32,0,0,0,0,0,0,1056,,0,,304,0,192,528,0,0,,0,0
"[0, 1, 1, 1, 3, 3, 5, 6]",24,0,,1152,8,,136,108,0,128,,24,204,20,504,384,840,16,312,304,,1560,,,0,12,0,26,0,0,336,72,576,,,0,,1216,0,128,,1904,752,0,,8,30,0,0,16,80,0,0,960,,0,,264,96,168,456,0,48,,32,0
"[0, 1, 1, 1, 3, 3, 5, 7]",48,0,,576,8,,120,96,0,256,,48,200,40,480,288,640,32,240,224,,1056,,,0,24,0,28,0,0,280,72,480,,,0,,992,0,64,,1120,544,0,,16,28,0,0,32,160,0,0,864,,0,,224,192,144,384,0,96,,64,0
"[0, 1, 1, 1, 3, 3, 6, 6]",48,0,,576,8,,120,96,0,256,,48,200,40,480,288,640,32,240,224,,1056,,,0,24,0,28,0,0,280,72,480,,,0,,992,0,64,,1120,544,0,,16,28,0,0,32,160,0,0,864,,0,,224,192,144,384,0,96,,64,0
"[0, 1, 1, 1, 3, 3, 6, 7]",72,0,,288,8,,108,84,0,256,,88,192,60,452,360,460,56,120,112,,636,,,0,36,0,30,0,0,228,72,520,,,16,,712,16,32,,560,272,0,,8,26,0,0,16,80,0,0,744,,0,,188,240,72,372,0,128,,112,24
"[0, 1, 1, 1, 3, 4, 4, 4]",0,0,,2304,8,,120,138,0,0,,0,210,0,600,576,1320,0,216,216,,2664,,,0,0,0,22,0,0,480,66,792,,,0,,1800,0,0,,3528,1224,0,,0,34,0,0,0,0,0,0,1296,,0,,240,0,216,504,0,0,,0,0
"[0, 1, 1, 1, 3, 4, 4, 5]",0,0,,1728,8,,152,120,0,0,,0,208,0,528,480,1040,0,384,384,,2064,,,0,0,0,24,0,0,392,72,672,,,0,,1440,0,192,,2688,960,0,,0,32,0,0,0,0,0,0,1056,,0,,304,0,192,528,0,0,,0,0
"[0, 1, 1, 1, 3, 4, 4, 6]",24,0,,1152,8,,136,108,0,128,,24,204,20,504,384,840,16,312,304,,1560,,,0,12,0,26,0,0,336,72,576,,,0,,1216,0,128,,1904,752,0,,8,30,0,0,16,80,0,0,960,,0,,264,96,168,456,0,48,,32,0
"[0, 1, 1, 1, 3, 4, 4, 7]",54,0,,576,8,,96,99,0,400,,60,199,50,494,192,690,36,180,164,,1152,,,0,30,0,28,0,0,296,69,336,,,0,,1100,0,64,,1204,628,0,,16,28,0,0,32,280,0,0,918,,0,,174,276,84,288,0,128,,76,0
"[0, 1, 1, 1, 3, 4, 5, 5]",0,0,,1152,8,,184,102,0,0,,0,206,0,456,384,760,0,552,552,,1464,,,0,0,0,26,0,0,304,78,552,,,0,,1080,0,384,,1848,696,0,,0,30,0,0,0,0,0,0,816,,0,,368,0,168,552,0,0,,0,0
"[0, 1, 1, 1, 3, 4, 5, 6]",30,0,,768,8,,172,90,0,64,,12,198,20,418,288,590,20,480,464,,1068,,,0,12,0,28,0,0,252,78,492,,,0,,848,0,256,,1288,520,0,,16,28,0,0,32,40,0,0,702,,0,,334,60,192,492,0,40,,28,0
"[0, 1, 1, 1, 3, 4, 5, 7]",69,0,,384,8,,136,81,0,224,,42,189,50,399,192,465,46,318,286,,744,,,0,30,0,30,0,0,216,75,360,,,0,,718,0,128,,770,386,0,,32,26,0,0,64,140,0,0,651,,0,,249,186,126,360,0,108,,74,0
"[0, 1, 1, 1, 3, 4, 6, 6]",60,0,,384,8,,160,78,0,128,,24,190,40,380,192,420,40,408,376,,672,,,0,24,0,30,0,0,200,78,432,,,0,,616,0,128,,728,344,0,,32,26,0,0,64,80,0,0,588,,0,,300,120,216,432,0,80,,56,0
"[0, 1, 1, 1, 3, 4, 6, 7]",90,0,,192,8,,128,69,0,176,,68,177,70,362,240,310,76,204,188,,408,,,0,42,0,32,0,0,168,75,416,,,32,,452,32,64,,364,172,0,,16,24,0,0,32,40,0,0,522,,0,,218,204,108,360,0,128,,116,48
"[0, 1, 1, 1, 3, 5, 5, 5]",0,0,,576,8,,216,84,0,0,,0,204,0,384,288,480,0,720,720,,864,,,0,0,0,28,0,0,216,84,432,,,0,,720,0,576,,1008,432,0,,0,28,0,0,0,0,0,0,576,,0,,432,0,144,576,0,0,,0,0
"[0, 1, 1, 1, 3, 5, 5, 6]",36,0,,384,8,,208,72,0,0,,0,192,20,332,192,340,24,648,624,,576,,,0,12,0,30,0,0,168,84,408,,,0,,480,0,384,,672,288,0,,24,26,0,0,48,0,0,0,444,,0,,404,24,216,528,0,32,,24,0
"[0, 1, 1, 1, 3, 5, 5, 7]",90,0,,192,8,,152,66,0,192,,36,178,60,318,96,290,60,396,348,,432,,,0,36,0,32,0,0,152,78,240,,,0,,444,0,192,,420,228,0,,48,24,0,0,96,120,0,0,438,,0,,274,180,108,336,0,120,,84,0
"[0, 1, 1, 1, 3, 5, 6, 6]",72,0,,192,8,,200,60,0,0,,0,180,40,280,96,200,48,576,528,,288,,,0,24,0,32,0,0,120,84,384,,,0,,240,0,192,,336,144,0,,48,24,0,0,96,0,0,0,312,,0,,376,48,288,480,0,64,,48,0
"[0, 1, 1, 1, 3, 5, 6, 7]",108,0,,96,8,,148,54,0,96,,48,162,80,272,120,160,96,288,264,,180,,,0,48,0,34,0,0,108,78,312,,,48,,192,48,96,,168,72,0,,24,22,0,0,48,0,0,0,300,,0,,248,168,144,348,0,128,,120,72
"[0, 1, 1, 1, 4, 4, 4, 4]",0,0,,1152,8,,144,120,0,0,,0,216,0,576,576,960,0,288,288,,1728,,,0,0,0,24,0,0,384,72,864,,,0,,1440,0,0,,2016,864,0,,0,32,0,0,0,0,0,0,1152,,0,,288,0,288,576,0,0,,0,0
"[0, 1, 1, 1, 4, 4, 4, 5]",0,0,,864,8,,180,102,0,0,,0,210,0,480,432,720,0,504,504,,1296,,,0,0,0,26,0,0,300,78,648,,,0,,1080,0,288,,1512,648,0,,0,30,0,0,0,0,0,0,864,,0,,360,0,216,576,0,0,,0,0
"[0, 1, 1, 1, 4, 4, 4, 6]",36,0,,576,8,,144,93,0,192,,36,201,30,456,288,600,24,360,348,,1008,,,0,18,0,28,0,0,264,75,468,,,0,,924,0,192,,1092,516,0,,12,28,0,0,24,120,0,0,792,,0,,276,144,144,432,0,72,,48,0
"[0, 1, 1, 1, 4, 4, 4, 7]",72,0,,288,8,,108,84,0,384,,72,192,60,432,144,480,48,216,192,,720,,,0,36,0,30,0,0,228,72,288,,,0,,768,0,96,,672,384,0,,24,26,0,0,48,240,0,0,720,,0,,192,288,72,288,0,144,,96,0
"[0, 1, 1, 1, 4, 4, 5, 5]",0,0,,576,8,,216,84,0,0,,0,204,0,384,288,480,0,720,720,,864,,,0,0,0,28,0,0,216,84,432,,,0,,720,0,576,,1008,432,0,,0,28,0,0,0,0,0,0,576,,0,,432,0,144,576,0,0,,0,0
"[0, 1, 1, 1, 4, 4, 5, 6]",45,0,,384,8,,184,75,0,96,,18,191,30,351,192,385,30,558,534,,648,,,0,18,0,30,0,0,184,81,336,,,0,,582,0,384,,714,330,0,,24,26,0,0,48,60,0,0,507,,0,,353,90,126,456,0,60,,42,0
"[0, 1, 1, 1, 4, 4, 5, 7]",90,0,,192,8,,152,66,0,192,,36,178,60,318,96,290,60,396,348,,432,,,0,36,0,32,0,0,152,78,240,,,0,,444,0,192,,420,228,0,,48,24,0,0,96,120,0,0,438,,0,,274,180,108,336,0,120,,84,0
"[0, 1, 1, 1, 4, 4, 6, 6]",90,0,,192,8,,152,66,0,192,,36,178,60,318,96,290,60,396,348,,432,,,0,36,0,32,0,0,152,78,240,,,0,,444,0,192,,420,228,0,,48,24,0,0,96,120,0,0,438,,0,,274,180,108,336,0,120,,84,0
"[0, 1, 1, 1, 4, 4, 6, 7]",117,0,,96,8,,124,57,0,192,,66,161,90,291,120,205,102,198,174,,252,,,0,54,0,34,0,0,124,75,240,,,48,,294,48,96,,210,114,0,,24,22,0,0,48,60,0,0,363,,0,,197,234,54,276,0,156,,138,72
"[0, 1, 1, 1, 4, 5, 5, 5]",0,0,,288,8,,252,66,0,0,,0,198,0,288,144,240,0,936,936,,432,,,0,0,0,30,0,0,132,90,216,,,0,,360,0,864,,504,216,0,,0,26,0,0,0,0,0,0,288,,0,,504,0,72,576,0,0,,0,0
"[0, 1, 1, 1, 4, 5, 5, 6]",54,0,,192,8,,224,57,0,0,,0,181,30,246,96,170,36,756,720,,288,,,0,18,0,32,0,0,104,87,204,,,0,,240,0,576,,336,144,0,,36,24,0,0,72,0,0,0,222,,0,,430,36,108,480,0,48,,36,0
"[0, 1, 1, 1, 4, 5, 5, 7]",117,0,,96,8,,172,51,0,96,,18,163,70,223,48,145,78,486,414,,216,,,0,42,0,34,0,0,92,81,120,,,0,,222,0,288,,210,114,0,,72,22,0,0,144,60,0,0,219,,0,,305,138,54,312,0,124,,90,0
"[0, 1, 1, 1, 4, 5, 6, 6]",108,0,,96,8,,196,48,0,0,,0,164,60,204,48,100,72,576,504,,144,,,0,36,0,34,0,0,76,84,192,,,0,,120,0,288,,168,72,0,,72,22,0,0,144,0,0,0,156,,0,,356,72,144,384,0,96,,72,0
"[0, 1, 1, 1, 4, 5, 6, 7]",138,0,,48,8,,148,42,0,48,,24,142,100,192,60,80,128,288,252,,90,,,0,60,0,36,0,0,68,78,156,,,72,,96,72,144,,84,36,0,,36,20,0,0,72,0,0,0,150,,0,,232,156,72,270,0,144,,132,108
"[0, 1, 1, 2, 2, 2, 2, 2]",0,0,,11520,8,,0,246,0,0,,0,150,0,600,0,3720,0,0,0,,9360,,,0,0,0,10,0,0,1080,30,0,,,0,,3600,0,0,,15120,3600,0,,0,46,0,0,0,0,0,0,1800,,0,,0,0,0,0,0,0,,0,0
"[0, 1, 1, 2, 2, 2, 2, 3]",0,0,,9600,8,,16,228,0,0,,0,164,0,624,192,3280,0,0,0,,8064,,,0,0,0,12,0,0,976,36,192,,,0,,3360,0,0,,12768,3168,0,,0,44,0,0,0,0,0,0,1776,,0,,32,0,0,96,0,0,,0,0
"[0, 1, 1, 2, 2, 2, 2, 4]",0,0,,7680,8,,32,210,0,0,,0,178,0,648,384,2840,0,0,0,,6768,,,0,0,0,14,0,0,872,42,384,,,0,,3120,0,0,,10416,2736,0,,0,42,0,0,0,0,0,0,1752,,0,,64,0,0,192,0,0,,0,0
"[0, 1, 1, 2, 2, 2, 2, 5]",0,0,,5760,8,,24,195,0,240,,0,191,10,676,288,2460,0,0,0,,5616,,,0,6,0,16,0,0,784,45,288,,,0,,3000,0,0,,8232,2472,0,,0,40,0,0,0,240,0,0,1764,,0,,48,120,0,144,0,40,,0,0
"[0, 1, 1, 2, 2, 2, 2, 6]",0,0,,3840,8,,16,180,0,480,,0,204,20,704,192,2080,0,0,0,,4464,,,0,12,0,18,0,0,696,48,192,,,0,,2880,0,0,,6048,2208,0,,0,38,0,0,0,480,0,0,1776,,0,,32,240,0,96,0,80,,0,0
"[0, 1, 1, 2, 2, 2, 2, 7]",0,0,,1920,8,,8,165,0,720,,0,217,30,732,96,1700,0,0,0,,3312,,,0,18,0,20,0,0,608,51,96,,,0,,2760,0,0,,3864,1944,0,,0,36,0,0,0,720,0,0,1788,,0,,16,360,0,48,0,120,,0,0
"[0, 1, 1, 2, 2, 2, 3, 3]",0,0,,7680,8,,32,210,0,0,,0,178,0,648,384,2840,0,0,0,,6768,,,0,0,0,14,0,0,872,42,384,,,0,,3120,0,0,,10416,2736,0,,0,42,0,0,0,0,0,0,1752,,0,,64,0,0,192,0,0,,0,0
"[0, 1, 1, 2, 2, 2, 3, 4]",0,0,,6144,8,,52,192,0,0,,0,188,0,648,480,2440,0,36,36,,5652,,,0,0,0,16,0,0,772,48,516,,,0,,2820,0,0,,8484,2340,0,,0,40,0,0,0,0,0,0,1668,,0,,104,0,36,276,0,0,,0,0
"[0, 1, 1, 2, 2, 2, 3, 5]",3,0,,4608,8,,48,177,0,192,,6,197,10,657,384,2095,2,42,42,,4656,,,0,6,0,18,0,0,688,51,432,,,0,,2634,0,0,,6678,2070,0,,0,38,0,0,0,180,0,0,1629,,0,,95,102,42,240,0,36,,6,0
"[0, 1, 1, 2, 2, 2, 3, 6]",6,0,,3072,8,,44,162,0,384,,12,206,20,666,288,1750,4,48,48,,3660,,,0,12,0,20,0,0,604,54,348,,,0,,2448,0,0,,4872,1800,0,,0,36,0,0,0,360,0,0,1590,,0,,86,204,48,204,0,72,,12,0
"[0, 1, 1, 2, 2, 2, 3, 7]",9,0,,1536,8,,40,147,0,576,,18,215,30,675,192,1405,6,54,54,,2664,,,0,18,0,22,0,0,520,57,264,,,0,,2262,0,0,,3066,1530,0,,0,34,0,0,0,540,0,0,1551,,0,,77,306,54,168,0,108,,18,0
"[0, 1, 1, 2, 2, 2, 4, 4]",0,0,,4608,8,,72,174,0,0,,0,198,0,648,576,2040,0,72,72,,4536,,,0,0,0,18,0,0,672,54,648,,,0,,2520,0,0,,6552,1944,0,,0,38,0,0,0,0,0,0,1584,,0,,144,0,72,360,0,0,,0,0
"[0, 1, 1, 2, 2, 2, 4, 5]",6,0,,3456,8,,72,159,0,144,,12,203,10,638,480,1730,4,84,84,,3696,,,0,6,0,20,0,0,592,57,576,,,0,,2268,0,0,,5124,1668,0,,0,36,0,0,0,120,0,0,1494,,0,,142,84,84,336,0,32,,12,0
"[0, 1, 1, 2, 2, 2, 4, 6]",12,0,,2304,8,,72,144,0,288,,24,208,20,628,384,1420,8,96,96,,2856,,,0,12,0,22,0,0,512,60,504,,,0,,2016,0,0,,3696,1392,0,,0,34,0,0,0,240,0,0,1404,,0,,140,168,96,312,0,64,,24,0
"[0, 1, 1, 2, 2, 2, 4, 7]",18,0,,1152,8,,72,129,0,432,,36,213,30,618,288,1110,12,108,108,,2016,,,0,18,0,24,0,0,432,63,432,,,0,,1764,0,0,,2268,1116,0,,0,32,0,0,0,360,0,0,1314,,0,,138,252,108,288,0,96,,36,0
"[0, 1, 1, 2, 2, 2, 5, 5]",12,0,,2304,8,,72,144,0,288,,24,208,20,628,384,1420,8,96,96,,2856,,,0,12,0,22,0,0,512,60,504,,,0,,2016,0,0,,3696,1392,0,,0,34,0,0,0,240,0,0,1404,,0,,140,168,96,312,0,64,,24,0
"[0, 1, 1, 2, 2, 2, 5, 6]",24,0,,1536,8,,76,129,0,336,,48,209,30,604,384,1140,16,84,84,,2148,,,0,18,0,24,0,0,436,63,516,,,0,,1692,0,0,,2604,1068,0,,0,32,0,0,0,240,0,0,1272,,0,,144,216,84,324,0,88,,48,0
"[0, 1, 1, 2, 2, 2, 5, 7]",36,0,,768,8,,80,114,0,384,,72,210,40,580,384,860,24,72,72,,1440,,,0,24,0,26,0,0,360,66,528,,,0,,1368,0,0,,1512,744,0,,0,30,0,0,0,240,0,0,1140,,0,,148,264,72,336,0,112,,72,0
"[0, 1, 1, 2, 2, 2, 6, 6]",36,0,,768,8,,80,114,0,384,,72,210,40,580,384,860,24,72,72,,1440,,,0,24,0,26,0,0,360,66,528,,,0,,1368,0,0,,1512,744,0,,0,30,0,0,0,240,0,0,1140,,0,,148,264,72,336,0,112,,72,0
"[0, 1, 1, 2, 2, 2, 6, 7]",54,0,,384,8,,88,99,0,336,,108,207,50,542,480,610,36,36,36,,864,,,0,30,0,28,0,0,288,69,624,,,0,,972,0,0,,756,372,0,,0,28,0,0,0,120,0,0,966,,0,,158,276,36,384,0,128,,108,0
"[0, 1, 1, 2, 2, 3, 3, 3]",0,0,,5760,8,,48,192,0,0,,0,192,0,672,576,2400,0,0,0,,5472,,,0,0,0,16,0,0,768,48,576,,,0,,2880,0,0,,8064,2304,0,,0,40,0,0,0,0,0,0,1728,,0,,96,0,0,288,0,0,,0,0
"[0, 1, 1, 2, 2, 3, 3, 4]",0,0,,4608,8,,72,174,0,0,,0,198,0,648,576,2040,0,72,72,,4536,,,0,0,0,18,0,0,672,54,648,,,0,,2520,0,0,,6552,1944,0,,0,38,0,0,0,0,0,0,1584,,0,,144,0,72,360,0,0,,0,0
"[0, 1, 1, 2, 2, 3, 3, 5]",6,0,,3456,8,,72,159,0,144,,12,203,10,638,480,1730,4,84,84,,3696,,,0,6,0,20,0,0,592,57,576,,,0,,2268,0,0,,5124,1668,0,,0,36,0,0,0,120,0,0,1494,,0,,142,84,84,336,0,32,,12,0
